discounts,price,product_image,product_name
"(73% off),(52% off),(35% off),(58% off),(42% off),(8 new offers),(27% off),(3 new offers),(38% off),(35% off),(24% off),(50% off),(50% off)","1,649,1,199,55,990,2,499,43,990,42,490,24,999,1,299,41,990,8,517,8,556","https://m.media-amazon.com/images/I/713nmsxd1rL._AC_UY218_.jpg,https://m.media-amazon.com/images/I/41fOOCAhcIL._AC_UY218_.jpg,https://m.media-amazon.com/images/I/31fF19eDWUL._AC_UY218_.jpg,https://m.media-amazon.com/images/I/71snn+MUcHS._AC_UY218_.jpg,https://m.media-amazon.com/images/I/1170z3vfChL._AC_UY218_.jpg,https://m.media-amazon.com/images/I/21AEU+KxDML._AC_UY218_.jpg,https://m.media-amazon.com/images/I/314HBE-9v9L._AC_UY218_.jpg,https://m.media-amazon.com/images/I/51tmZEHPnLL._AC_UY218_.jpg,https://m.media-amazon.com/images/I/51MCNeMM5jL._AC_UY218_.jpg,https://m.media-amazon.com/images/I/31ky3vIqkpL._AC_UY218_.jpg,https://m.media-amazon.com/images/I/51RRYPPVGFL._AC_UY218_.jpg,https://m.media-amazon.com/images/I/41dEgBEsTZL._AC_UY218_.jpg,https://m.media-amazon.com/images/I/21kz-8m8jjL._AC_UY218_.jpg,https://m.media-amazon.com/images/I/31NKIwkT3-L._AC_UY218_.jpg,https://m.media-amazon.com/images/I/61I+3sB0VwL._AC_UY218_.jpg,https://m.media-amazon.com/images/I/71PuJg0DNpL._AC_UY218_.jpg","Vasukie Portable Air Conditioner Fan Personal Cooler Desk Fan for Shop, Office, Kitchen, USB Powered Mini AC, Portable Humidifier Air Cooler Fan, Mini Cooler For Home With 3 Speed Mode, (V-009),G.FIDEL Air Cooler Fan Arctic Mini Portable Air Cooler Mini Air Conditioner Humidifier Air Cooler Fan Arctic USB Air Cooler,LG 2.0 Ton 3 Star AI DUAL Inverter Split AC (Copper, AI Convertible 6-in-1 Cooling,2023 Model, RS-Q24ENXE, White),CREODEC mini cooler for room cooling mini cooler ac portable air cooler portable air conditioners for Home Office Artic Cooler 3 In 1 Conditioner Humidifier Purifier Mini Cooler.,Air conditioner Indoor Unints (1.5 TON FOR BLUE STAR),Carrier 1.5 Ton 3 Star 18k Kurve Rxi Inverter R32 Inverter Air Conditioner,LG 1.50 Ton Air conditioner 6-in-1 AI Convertible, 5 Star Split AC with ThinQ (Wi-Fi) Model RS-Q19JWZE (White),IFB FastCool Convertible 8-in-1 Cooling, 2023 Model, 1.5 Ton 3 Star Inverter Split AC, Smart Ready, 7 Stage Air Treatment, Ivory Matte (CI1831G223G5, HD Copper Condenser),Voltas 1.5 Ton 5 Star, Inverter Split AC(Copper, 4-in-1 Adjustable Mode, Anti-dust Filter, 2023 Model,185V Vectra Eden, White),Lloyd 1.5 Ton 5 Star Split Inverter Air Conditioner (GLS18I5FWGEV, Copper Condenser, White),IFB 1.5 Ton 5 Star Inverter Split AC (Copper, Flexi 8-in-1 Convertible Cooling, HD Compressor, Smart Ready, 2023 Model, CI2051G323G1, Ivory Matte),KHUSHINT ENTERPRISE mini cooler for room cooling mini cooler ac portable air cooler portable air conditioners for Home Office Artic Cooler 3 In 1 Conditioner Humidifier Purifier Mini Cooler,ARCTIC COOLER Mini Air Conditioner Air Cooler Humidifier Mini Portable Air Cooler Fan Arctic Air Personal Space Cooler The Quick & Easy Way to Cool Any Space Air Conditioner Device,Blue Star 1.5 Ton 3 Star Split Air Conditioners with Turbo Mode, Sleep Mode, Dust Filter & Rotary Compressor (FA318DNU),Milaan Air Conditioner Fan Quiet Mini Desk Fans for Home Office Living Room Bedroom Blue,Milaan Air Conditioner Fan Quiet Mini Desk Fans for Home Office Living Room Bedroom White"
